lead_id,submission_date,email,phone,source,status,value
385,2024-06-30,user385@example.com,+79427899629,Facebook Ads,Contacted,0.0
386,2024-02-07,user386@example.com,+79450551313,Referral,Contacted,0.0
387,2024-03-22,user387@example.com,+79379363966,Direct,Qualified,1071.25
388,2024-03-30,user388@example.com,+79847086683,Facebook Ads,Unqualified,0.0
389,2024-07-03,user389@example.com,+79130360147,Organic Search,Contacted,0.0
390,2024-05-10,user390@example.com,+79599461252,Referral,Qualified,49212.05
391,2024-06-15,user391@example.com,+79171103034,Facebook Ads,Unqualified,0.0
392,2024-04-20,user392@example.com,+79445922906,Facebook Ads,Qualified,20664.23
393,2024-07-12,user393@example.com,+79528645614,Google Ads,Qualified,43125.37
394,2024-02-23,user394@example.com,+79809639445,Organic Search,Contacted,0.0
395,2024-05-26,user395@example.com,+79129511847,Google Ads,Qualified,32337.48
396,2024-06-11,user396@example.com,+79476637838,Direct,Unqualified,0.0
397,2024-05-08,user397@example.com,+79173575972,Google Ads,Unqualified,0.0
398,2024-03-26,user398@example.com,+79674108888,Organic Search,Qualified,30806.52
399,2024-02-10,user399@example.com,+79348243213,Referral,New,0.0
400,2024-06-15,user400@example.com,+79956083452,Google Ads,Contacted,0.0
401,2024-06-25,user401@example.com,+79165452117,Facebook Ads,Contacted,0.0
402,2024-03-09,user402@example.com,+79737459046,Facebook Ads,Qualified,36211.32
403,2024-06-21,user403@example.com,+79652822909,Facebook Ads,Contacted,0.0
404,2024-04-09,user404@example.com,+79249724572,Organic Search,Contacted,0.0
405,2024-01-23,user405@example.com,+79527014161,Google Ads,New,0.0
406,2024-03-04,user406@example.com,+79587048369,Referral,Qualified,21124.8
407,2024-03-12,user407@example.com,+79619462836,Referral,Contacted,0.0
408,2024-01-16,user408@example.com,+79681696106,Direct,Unqualified,0.0
409,2024-06-04,user409@example.com,+79759394335,Facebook Ads,Contacted,0.0
410,2024-07-21,user410@example.com,+79432216262,Facebook Ads,New,0.0
411,2024-07-16,user411@example.com,+79338137718,Organic Search,Contacted,0.0
412,2024-04-12,user412@example.com,+79260317952,Direct,Contacted,0.0
413,2024-06-01,user413@example.com,+79967674951,Facebook Ads,Unqualified,0.0
414,2024-06-05,user414@example.com,+79561295482,Direct,Unqualified,0.0
415,2024-04-21,user415@example.com,+79320075266,Direct,Qualified,43882.63
416,2024-01-13,user416@example.com,+79594504193,Google Ads,Contacted,0.0
417,2024-04-14,user417@example.com,+79240206323,Facebook Ads,Contacted,0.0
418,2024-03-21,user418@example.com,+79385119492,Facebook Ads,New,0.0
419,2024-03-12,user419@example.com,+79957025154,Direct,Qualified,3641.0
420,2024-03-11,user420@example.com,+79851427316,Direct,Unqualified,0.0
421,2024-02-04,user421@example.com,+79632520071,Direct,New,0.0
422,2024-01-23,user422@example.com,+79852953563,Direct,New,0.0
423,2024-01-10,user423@example.com,+79533239421,Direct,Qualified,16680.12
424,2024-03-05,user424@example.com,+79334440660,Direct,New,0.0
425,2024-01-29,user425@example.com,+79405717916,Direct,Unqualified,0.0
426,2024-03-02,user426@example.com,+79883144006,Facebook Ads,New,0.0
427,2024-05-27,user427@example.com,+79649947341,Google Ads,New,0.0
428,2024-05-20,user428@example.com,+79585582066,Facebook Ads,Qualified,28884.74
429,2024-02-24,user429@example.com,+79951971097,Google Ads,Contacted,0.0
430,2024-04-22,user430@example.com,+79956606070,Organic Search,Qualified,18012.39
431,2024-04-03,user431@example.com,+79661807989,Facebook Ads,Contacted,0.0
432,2024-04-24,user432@example.com,+79771577719,Referral,Unqualified,0.0
433,2024-03-06,user433@example.com,+79143746922,Facebook Ads,Contacted,0.0
434,2024-07-18,user434@example.com,+79125244464,Referral,Contacted,0.0
435,2024-03-12,user435@example.com,+79201029519,Direct,Contacted,0.0
436,2024-02-09,user436@example.com,+79466980001,Google Ads,Unqualified,0.0
437,2024-03-12,user437@example.com,+79144426426,Google Ads,Unqualified,0.0
438,2024-06-02,user438@example.com,+79456931338,Referral,Unqualified,0.0
439,2024-04-29,user439@example.com,+79103884520,Direct,New,0.0
440,2024-07-06,user440@example.com,+79642089798,Organic Search,Contacted,0.0
441,2024-06-25,user441@example.com,+79903584470,Organic Search,Contacted,0.0
442,2024-01-14,user442@example.com,+79155537791,Direct,Qualified,24264.25
443,2024-03-15,user443@example.com,+79311100792,Google Ads,Qualified,15254.1
444,2024-03-18,user444@example.com,+79984000532,Direct,Contacted,0.0
445,2024-04-05,user445@example.com,+79984547581,Organic Search,Qualified,3652.8
446,2024-03-20,user446@example.com,+79801355470,Direct,Qualified,28468.19
447,2024-03-23,user447@example.com,+79101218318,Referral,Qualified,7449.48
448,2024-03-19,user448@example.com,+79985759177,Facebook Ads,Qualified,44834.89
449,2024-03-27,user449@example.com,+79780907071,Organic Search,New,0.0
450,2024-07-10,user450@example.com,+79501137800,Organic Search,Contacted,0.0
451,2024-03-03,user451@example.com,+79121116059,Organic Search,New,0.0
452,2024-06-10,user452@example.com,+79181602368,Direct,New,0.0
453,2024-04-01,user453@example.com,+79784508630,Referral,Qualified,30639.56
454,2024-05-26,user454@example.com,+79109269268,Referral,Qualified,19570.53
455,2024-02-01,user455@example.com,+79234292958,Direct,Unqualified,0.0
456,2024-06-15,user456@example.com,+79698062110,Organic Search,New,0.0
457,2024-04-15,user457@example.com,+79949845260,Referral,Qualified,29891.29
458,2024-07-25,user458@example.com,+79143935536,Organic Search,Unqualified,0.0
459,2024-06-27,user459@example.com,+79330727557,Organic Search,New,0.0
460,2024-07-18,user460@example.com,+79637619376,Organic Search,Qualified,6854.22
461,2024-01-04,user461@example.com,+79554014839,Google Ads,Qualified,29304.3
462,2024-04-05,user462@example.com,+79237095008,Direct,Contacted,0.0
463,2024-01-25,user463@example.com,+79588410630,Organic Search,Contacted,0.0
464,2024-01-08,user464@example.com,+79310806011,Direct,Unqualified,0.0
465,2024-06-19,user465@example.com,+79918375495,Facebook Ads,Contacted,0.0
466,2024-02-07,user466@example.com,+79814474882,Google Ads,Unqualified,0.0
467,2024-06-22,user467@example.com,+79334150460,Facebook Ads,Contacted,0.0
468,2024-04-11,user468@example.com,+79663487236,Google Ads,Qualified,5136.93
469,2024-01-10,user469@example.com,+79265480248,Facebook Ads,Qualified,27515.15
470,2024-06-11,user470@example.com,+79324764135,Google Ads,Contacted,0.0
471,2024-01-30,user471@example.com,+79849703898,Direct,Contacted,0.0
472,2024-03-13,user472@example.com,+79772331131,Organic Search,Unqualified,0.0
473,2024-03-11,user473@example.com,+79800355885,Organic Search,Unqualified,0.0
474,2024-02-28,user474@example.com,+79432177713,Google Ads,Contacted,0.0
475,2024-03-27,user475@example.com,+79354803589,Organic Search,Qualified,2552.41
476,2024-03-10,user476@example.com,+79293325955,Referral,Contacted,0.0
477,2024-02-15,user477@example.com,+79530077720,Referral,Qualified,37193.28
478,2024-06-13,user478@example.com,+79821889246,Google Ads,Contacted,0.0
479,2024-03-05,user479@example.com,+79873652798,Facebook Ads,Qualified,13931.99
480,2024-02-06,user480@example.com,+79136069113,Referral,Qualified,17327.69
481,2024-02-03,user481@example.com,+79124019481,Referral,Contacted,0.0
482,2024-02-16,user482@example.com,+79183232369,Referral,Contacted,0.0
483,2024-02-06,user483@example.com,+79600620983,Referral,New,0.0
484,2024-01-19,user484@example.com,+79201949282,Organic Search,Qualified,34101.73
485,2024-02-08,user485@example.com,+79561059259,Referral,Unqualified,0.0
486,2024-06-13,user486@example.com,+79250034976,Facebook Ads,Unqualified,0.0
487,2024-01-09,user487@example.com,+79708749135,Direct,New,0.0
488,2024-06-13,user488@example.com,+79939586207,Referral,Contacted,0.0
489,2024-07-02,user489@example.com,+79737225845,Direct,New,0.0
490,2024-06-03,user490@example.com,+79593092736,Organic Search,Contacted,0.0
491,2024-05-05,user491@example.com,+79870728504,Facebook Ads,Qualified,14147.83
492,2024-03-22,user492@example.com,+79857557723,Organic Search,Qualified,47352.72
493,2024-03-08,user493@example.com,+79498851020,Google Ads,Contacted,0.0
494,2024-06-08,user494@example.com,+79700306816,Referral,New,0.0
495,2024-01-10,user495@example.com,+79910267288,Facebook Ads,Contacted,0.0
496,2024-07-13,user496@example.com,+79877109418,Organic Search,Unqualified,0.0
497,2024-04-29,user497@example.com,+79419603048,Organic Search,New,0.0
498,2024-02-01,user498@example.com,+79181021440,Organic Search,Unqualified,0.0
499,2024-07-24,user499@example.com,+79458488627,Google Ads,Unqualified,0.0
500,2024-03-18,user500@example.com,+79885451712,Direct,New,0.0
501,2024-01-24,user501@example.com,+79885757192,Referral,New,0.0
502,2024-02-03,user502@example.com,+79825478737,Organic Search,Qualified,49208.23
503,2024-06-10,user503@example.com,+79651291812,Referral,New,0.0
504,2024-05-27,user504@example.com,+79443157066,Facebook Ads,Unqualified,0.0
505,2024-02-19,user505@example.com,+79565754780,Referral,Contacted,0.0
506,2024-01-21,user506@example.com,+79921444028,Direct,New,0.0
507,2024-05-01,user507@example.com,+79103432663,Direct,New,0.0
508,2024-01-01,user508@example.com,+79606082777,Referral,Unqualified,0.0
509,2024-06-02,user509@example.com,+79629701900,Facebook Ads,Qualified,12106.85
510,2024-05-07,user510@example.com,+79365746791,Organic Search,Unqualified,0.0
511,2024-03-07,user511@example.com,+79660040378,Google Ads,Qualified,46389.78
512,2024-05-25,user512@example.com,+79431140905,Facebook Ads,Contacted,0.0
513,2024-07-09,user513@example.com,+79257865312,Referral,Contacted,0.0
514,2024-04-14,user514@example.com,+79693677615,Direct,Unqualified,0.0
515,2024-02-11,user515@example.com,+79672591175,Facebook Ads,Qualified,17389.53
516,2024-02-11,user516@example.com,+79589273282,Google Ads,New,0.0
517,2024-02-19,user517@example.com,+79528786230,Facebook Ads,Contacted,0.0
518,2024-04-11,user518@example.com,+79609471990,Organic Search,New,0.0
519,2024-02-03,user519@example.com,+79535795832,Facebook Ads,Qualified,37603.67
520,2024-06-27,user520@example.com,+79271506334,Facebook Ads,Unqualified,0.0
521,2024-05-04,user521@example.com,+79690606284,Organic Search,Qualified,35664.39
522,2024-07-23,user522@example.com,+79951687428,Organic Search,Unqualified,0.0
523,2024-07-04,user523@example.com,+79242983625,Organic Search,Contacted,0.0
524,2024-06-12,user524@example.com,+79197104967,Facebook Ads,Unqualified,0.0
525,2024-03-24,user525@example.com,+79881013728,Facebook Ads,New,0.0
526,2024-06-14,user526@example.com,+79415036433,Google Ads,Contacted,0.0
527,2024-02-25,user527@example.com,+79970517620,Organic Search,New,0.0
528,2024-02-24,user528@example.com,+79482724426,Facebook Ads,Qualified,45105.32
529,2024-06-08,user529@example.com,+79364202704,Facebook Ads,Qualified,9636.54
530,2024-03-12,user530@example.com,+79419361644,Google Ads,Unqualified,0.0
531,2024-07-16,user531@example.com,+79986393363,Direct,Unqualified,0.0
532,2024-07-25,user532@example.com,+79624924523,Referral,New,0.0
533,2024-04-17,user533@example.com,+79867388186,Facebook Ads,Qualified,38664.46
534,2024-03-05,user534@example.com,+79414096460,Facebook Ads,Contacted,0.0
535,2024-04-06,user535@example.com,+79344550485,Referral,Contacted,0.0
536,2024-01-03,user536@example.com,+79280227316,Facebook Ads,Contacted,0.0
537,2024-04-09,user537@example.com,+79397560642,Referral,Unqualified,0.0
538,2024-02-25,user538@example.com,+79865944816,Google Ads,New,0.0
539,2024-01-05,user539@example.com,+79344489253,Google Ads,Qualified,34187.35
540,2024-07-08,user540@example.com,+79988430467,Referral,Contacted,0.0
541,2024-06-13,user541@example.com,+79934260803,Referral,Unqualified,0.0
542,2024-04-28,user542@example.com,+79471377138,Google Ads,Contacted,0.0
543,2024-06-28,user543@example.com,+79350640148,Google Ads,Unqualified,0.0
544,2024-02-18,user544@example.com,+79478632165,Referral,Contacted,0.0
545,2024-02-28,user545@example.com,+79982482672,Direct,Contacted,0.0
546,2024-05-01,user546@example.com,+79212893599,Google Ads,Unqualified,0.0
547,2024-07-22,user547@example.com,+79575454763,Referral,New,0.0
548,2024-01-31,user548@example.com,+79988304785,Organic Search,New,0.0
549,2024-01-06,user549@example.com,+79540938732,Direct,Contacted,0.0
550,2024-02-17,user550@example.com,+79396967089,Google Ads,New,0.0
551,2024-05-10,user551@example.com,+79482565117,Google Ads,Unqualified,0.0
552,2024-04-09,user552@example.com,+79812491594,Direct,Qualified,27993.77
553,2024-01-28,user553@example.com,+79885327915,Google Ads,New,0.0
554,2024-01-15,user554@example.com,+79860824024,Facebook Ads,New,0.0
555,2024-01-23,user555@example.com,+79548918556,Facebook Ads,New,0.0
556,2024-04-22,user556@example.com,+79357461415,Google Ads,New,0.0
557,2024-05-31,user557@example.com,+79889561131,Referral,Unqualified,0.0
558,2024-01-17,user558@example.com,+79260874279,Facebook Ads,New,0.0
559,2024-02-15,user559@example.com,+79167306591,Direct,New,0.0
560,2024-03-19,user560@example.com,+79357553659,Direct,Qualified,36948.38
561,2024-04-27,user561@example.com,+79106511056,Facebook Ads,Contacted,0.0
562,2024-03-27,user562@example.com,+79855280158,Organic Search,Contacted,0.0
563,2024-04-02,user563@example.com,+79616285131,Direct,New,0.0
564,2024-06-14,user564@example.com,+79599516011,Facebook Ads,New,0.0
565,2024-06-01,user565@example.com,+79983893948,Referral,Unqualified,0.0
566,2024-06-22,user566@example.com,+79657480549,Facebook Ads,Unqualified,0.0
567,2024-05-09,user567@example.com,+79260451384,Referral,New,0.0
568,2024-05-03,user568@example.com,+79453036814,Facebook Ads,Unqualified,0.0
569,2024-06-30,user569@example.com,+79507710850,Facebook Ads,Contacted,0.0
570,2024-05-29,user570@example.com,+79651614450,Google Ads,Qualified,5352.68
571,2024-05-29,user571@example.com,+79562700195,Referral,Unqualified,0.0
572,2024-06-10,user572@example.com,+79667867966,Facebook Ads,Contacted,0.0
573,2024-02-18,user573@example.com,+79713243402,Direct,Contacted,0.0
574,2024-06-04,user574@example.com,+79704358816,Referral,Qualified,10045.82
575,2024-05-07,user575@example.com,+79162272238,Referral,Unqualified,0.0
576,2024-01-18,user576@example.com,+79993563987,Direct,Unqualified,0.0
577,2024-04-12,user577@example.com,+79125582151,Direct,Unqualified,0.0
578,2024-02-07,user578@example.com,+79450220868,Direct,Unqualified,0.0
579,2024-03-17,user579@example.com,+79206821867,Referral,Qualified,49464.14
580,2024-06-07,user580@example.com,+79902156101,Organic Search,Unqualified,0.0
581,2024-06-17,user581@example.com,+79728917367,Organic Search,Qualified,21567.8
582,2024-01-08,user582@example.com,+79850107066,Referral,Unqualified,0.0
583,2024-07-17,user583@example.com,+79655888229,Direct,Qualified,27405.39
584,2024-06-10,user584@example.com,+79613418109,Google Ads,Contacted,0.0
585,2024-03-04,user585@example.com,+79253755290,Facebook Ads,New,0.0
586,2024-02-10,user586@example.com,+79838018547,Facebook Ads,Qualified,2147.95
587,2024-07-23,user587@example.com,+79168570551,Direct,Unqualified,0.0
588,2024-04-19,user588@example.com,+79320868749,Organic Search,Qualified,3057.61
589,2024-02-14,user589@example.com,+79455106433,Direct,New,0.0
590,2024-03-06,user590@example.com,+79420341732,Organic Search,Contacted,0.0
591,2024-04-25,user591@example.com,+79457496093,Facebook Ads,Unqualified,0.0
592,2024-06-15,user592@example.com,+79707041551,Organic Search,Qualified,42411.08
593,2024-03-20,user593@example.com,+79556034811,Referral,Contacted,0.0
594,2024-04-20,user594@example.com,+79329162763,Organic Search,Contacted,0.0
595,2024-05-29,user595@example.com,+79747615438,Organic Search,Unqualified,0.0
596,2024-02-08,user596@example.com,+79225536770,Organic Search,New,0.0
597,2024-05-14,user597@example.com,+79899206690,Google Ads,New,0.0
598,2024-01-06,user598@example.com,+79696180531,Google Ads,New,0.0
599,2024-03-28,user599@example.com,+79394098264,Direct,Qualified,29533.51
600,2024-06-25,user600@example.com,+79350885230,Facebook Ads,New,0.0
601,2024-06-02,user601@example.com,+79372956276,Direct,New,0.0
602,2024-02-01,user602@example.com,+79147616767,Direct,Contacted,0.0
603,2024-07-08,user603@example.com,+79631888434,Facebook Ads,New,0.0
604,2024-05-14,user604@example.com,+79482611637,Referral,Contacted,0.0
605,2024-04-15,user605@example.com,+79623439203,Facebook Ads,Unqualified,0.0
606,2024-01-31,user606@example.com,+79538833860,Direct,Contacted,0.0
607,2024-05-26,user607@example.com,+79152773432,Direct,Unqualified,0.0
608,2024-03-27,user608@example.com,+79946493176,Direct,New,0.0
609,2024-01-29,user609@example.com,+79273418645,Referral,Unqualified,0.0
610,2024-02-14,user610@example.com,+79639360677,Google Ads,Contacted,0.0
611,2024-04-05,user611@example.com,+79820465503,Facebook Ads,Qualified,47715.93
612,2024-05-22,user612@example.com,+79455792272,Direct,Contacted,0.0
613,2024-01-06,user613@example.com,+79128021454,Referral,Qualified,48240.17
614,2024-03-12,user614@example.com,+79677637659,Referral,New,0.0
615,2024-06-16,user615@example.com,+79787072995,Organic Search,Unqualified,0.0
616,2024-05-02,user616@example.com,+79543955837,Direct,Contacted,0.0
617,2024-04-24,user617@example.com,+79980642627,Referral,Qualified,46952.76
618,2024-03-08,user618@example.com,+79205472228,Referral,New,0.0
619,2024-04-20,user619@example.com,+79876592265,Referral,New,0.0
620,2024-01-10,user620@example.com,+79295706339,Google Ads,Qualified,13481.44
621,2024-04-27,user621@example.com,+79206644164,Direct,Contacted,0.0
622,2024-07-25,user622@example.com,+79989455742,Organic Search,Qualified,48623.53
623,2024-06-01,user623@example.com,+79911646948,Direct,Contacted,0.0
624,2024-03-01,user624@example.com,+79475886818,Direct,Contacted,0.0
625,2024-01-31,user625@example.com,+79767594327,Referral,New,0.0
626,2024-02-24,user626@example.com,+79592517471,Referral,Contacted,0.0
627,2024-04-30,user627@example.com,+79616839734,Facebook Ads,New,0.0
628,2024-04-02,user628@example.com,+79500798824,Organic Search,Qualified,28090.19
629,2024-05-29,user629@example.com,+79886530767,Organic Search,Qualified,6012.26
630,2024-06-23,user630@example.com,+79939503737,Organic Search,Unqualified,0.0
631,2024-06-24,user631@example.com,+79879592143,Organic Search,Unqualified,0.0
632,2024-07-02,user632@example.com,+79801387501,Organic Search,Contacted,0.0
633,2024-02-24,user633@example.com,+79857039390,Direct,Unqualified,0.0
634,2024-05-07,user634@example.com,+79687656498,Direct,Contacted,0.0
635,2024-05-11,user635@example.com,+79996334220,Organic Search,Unqualified,0.0
636,2024-03-01,user636@example.com,+79472467314,Referral,Unqualified,0.0
637,2024-02-23,user637@example.com,+79795138896,Direct,Qualified,5482.38
638,2024-03-29,user638@example.com,+79746481069,Organic Search,New,0.0
639,2024-06-22,user639@example.com,+79670143865,Referral,Qualified,11580.1
640,2024-05-29,user640@example.com,+79424111267,Referral,Contacted,0.0
641,2024-02-13,user641@example.com,+79818763227,Referral,New,0.0
642,2024-03-20,user642@example.com,+79903895735,Google Ads,Unqualified,0.0
643,2024-01-08,user643@example.com,+79541657428,Facebook Ads,Unqualified,0.0
644,2024-06-27,user644@example.com,+79249721318,Organic Search,New,0.0
645,2024-02-08,user645@example.com,+79142161559,Google Ads,Unqualified,0.0
646,2024-04-01,user646@example.com,+79443133286,Direct,Qualified,36393.0
647,2024-05-11,user647@example.com,+79414521386,Organic Search,New,0.0
648,2024-05-24,user648@example.com,+79184217357,Google Ads,Contacted,0.0
649,2024-01-05,user649@example.com,+79935035548,Organic Search,Qualified,48246.96
650,2024-02-10,user650@example.com,+79205405384,Organic Search,Unqualified,0.0
651,2024-02-14,user651@example.com,+79597721704,Direct,Unqualified,0.0
652,2024-06-23,user652@example.com,+79647845307,Facebook Ads,Qualified,10219.5
653,2024-02-04,user653@example.com,+79666480987,Facebook Ads,Contacted,0.0
654,2024-06-17,user654@example.com,+79297436998,Referral,Contacted,0.0
655,2024-07-09,user655@example.com,+79470079045,Google Ads,Qualified,48089.27
656,2024-06-03,user656@example.com,+79182120408,Facebook Ads,Contacted,0.0
657,2024-06-10,user657@example.com,+79395084151,Direct,Qualified,33095.52
658,2024-03-21,user658@example.com,+79912872021,Google Ads,Qualified,4939.62
659,2024-06-19,user659@example.com,+79212576975,Organic Search,Qualified,13842.29
660,2024-03-04,user660@example.com,+79384881437,Facebook Ads,Contacted,0.0
661,2024-07-01,user661@example.com,+79319478260,Google Ads,Qualified,13761.36
662,2024-04-29,user662@example.com,+79696003089,Google Ads,New,0.0
663,2024-04-21,user663@example.com,+79184036579,Facebook Ads,Contacted,0.0
664,2024-06-17,user664@example.com,+79528741281,Facebook Ads,Qualified,9366.24
665,2024-05-04,user665@example.com,+79661188605,Direct,Qualified,49690.86
666,2024-01-03,user666@example.com,+79880223280,Direct,Qualified,9834.75
667,2024-06-15,user667@example.com,+79930548181,Facebook Ads,New,0.0
668,2024-07-10,user668@example.com,+79818984910,Facebook Ads,Unqualified,0.0
669,2024-03-09,user669@example.com,+79167650929,Google Ads,New,0.0
670,2024-02-23,user670@example.com,+79220448239,Organic Search,Qualified,49351.76
671,2024-03-05,user671@example.com,+79289129240,Referral,Contacted,0.0
672,2024-02-09,user672@example.com,+79378068848,Organic Search,New,0.0
673,2024-03-07,user673@example.com,+79143836917,Direct,Unqualified,0.0
674,2024-06-19,user674@example.com,+79546261167,Organic Search,Qualified,26871.97
675,2024-03-27,user675@example.com,+79886355218,Referral,Unqualified,0.0
676,2024-01-12,user676@example.com,+79575073786,Direct,New,0.0
677,2024-04-09,user677@example.com,+79580342521,Google Ads,Contacted,0.0
678,2024-07-02,user678@example.com,+79868124496,Google Ads,New,0.0
679,2024-07-25,user679@example.com,+79183764523,Google Ads,New,0.0
680,2024-03-13,user680@example.com,+79420768731,Facebook Ads,New,0.0
681,2024-03-02,user681@example.com,+79249473627,Facebook Ads,New,0.0
682,2024-04-13,user682@example.com,+79610429128,Organic Search,New,0.0
683,2024-03-08,user683@example.com,+79559620250,Google Ads,New,0.0
684,2024-06-13,user684@example.com,+79320165372,Google Ads,Unqualified,0.0
685,2024-06-09,user685@example.com,+79764773066,Facebook Ads,Qualified,38543.97
686,2024-05-16,user686@example.com,+79122550334,Facebook Ads,New,0.0
687,2024-04-26,user687@example.com,+79498543876,Organic Search,New,0.0
688,2024-01-30,user688@example.com,+79375633324,Organic Search,New,0.0
689,2024-02-19,user689@example.com,+79517530640,Direct,Qualified,40659.9
690,2024-02-17,user690@example.com,+79648967225,Facebook Ads,Contacted,0.0
691,2024-01-02,user691@example.com,+79891916675,Google Ads,Contacted,0.0
692,2024-03-11,user692@example.com,+79226917290,Google Ads,New,0.0
693,2024-03-16,user693@example.com,+79831698834,Google Ads,Qualified,9265.73
694,2024-04-09,user694@example.com,+79822839915,Direct,New,0.0
695,2024-02-16,user695@example.com,+79415399997,Direct,Contacted,0.0
696,2024-01-15,user696@example.com,+79878441177,Facebook Ads,Contacted,0.0
697,2024-02-27,user697@example.com,+79368137805,Facebook Ads,Contacted,0.0
698,2024-05-24,user698@example.com,+79226006819,Direct,Unqualified,0.0
699,2024-04-28,user699@example.com,+79880865834,Google Ads,Unqualified,0.0
700,2024-07-01,user700@example.com,+79411041456,Google Ads,Unqualified,0.0
701,2024-06-15,user701@example.com,+79701678733,Referral,Qualified,18382.05
702,2024-05-30,user702@example.com,+79785966988,Organic Search,Unqualified,0.0
703,2024-07-11,user703@example.com,+79605675781,Direct,Unqualified,0.0
704,2024-05-01,user704@example.com,+79322061466,Google Ads,Unqualified,0.0
705,2024-02-17,user705@example.com,+79338176026,Referral,Unqualified,0.0
706,2024-07-14,user706@example.com,+79876727942,Google Ads,Contacted,0.0
707,2024-05-28,user707@example.com,+79308649391,Organic Search,Qualified,32573.47
708,2024-02-15,user708@example.com,+79644518306,Google Ads,Qualified,43255.17
709,2024-04-23,user709@example.com,+79359982923,Direct,Contacted,0.0
710,2024-07-12,user710@example.com,+79172141452,Direct,Unqualified,0.0
711,2024-04-12,user711@example.com,+79518393155,Google Ads,Unqualified,0.0
712,2024-01-29,user712@example.com,+79922282664,Direct,Contacted,0.0
713,2024-02-07,user713@example.com,+79829209927,Referral,Unqualified,0.0
714,2024-02-20,user714@example.com,+79926417971,Organic Search,New,0.0
715,2024-01-20,user715@example.com,+79704501961,Direct,Unqualified,0.0
716,2024-03-25,user716@example.com,+79892152627,Organic Search,Contacted,0.0
717,2024-07-04,user717@example.com,+79655204301,Referral,New,0.0
718,2024-02-23,user718@example.com,+79377833867,Direct,New,0.0
719,2024-02-15,user719@example.com,+79504136812,Referral,New,0.0
720,2024-02-16,user720@example.com,+79325531259,Direct,Unqualified,0.0
721,2024-01-29,user721@example.com,+79264321494,Facebook Ads,Unqualified,0.0
722,2024-03-28,user722@example.com,+79803164677,Organic Search,Unqualified,0.0
723,2024-06-09,user723@example.com,+79401188557,Direct,Contacted,0.0
724,2024-01-02,user724@example.com,+79531960083,Facebook Ads,Contacted,0.0
725,2024-02-29,user725@example.com,+79329137511,Direct,Contacted,0.0
726,2024-06-06,user726@example.com,+79341822601,Organic Search,Qualified,31836.73
727,2024-06-28,user727@example.com,+79908132552,Direct,Contacted,0.0
728,2024-04-25,user728@example.com,+79545191621,Facebook Ads,New,0.0
729,2024-05-19,user729@example.com,+79620916497,Organic Search,Qualified,10301.92
730,2024-05-16,user730@example.com,+79709290653,Referral,Unqualified,0.0
731,2024-05-19,user731@example.com,+79627323244,Google Ads,Qualified,3692.26
732,2024-03-05,user732@example.com,+79954671701,Facebook Ads,Unqualified,0.0
733,2024-02-01,user733@example.com,+79106047390,Organic Search,Unqualified,0.0
734,2024-06-29,user734@example.com,+79375900467,Facebook Ads,Qualified,17793.4
735,2024-06-17,user735@example.com,+79881311286,Facebook Ads,New,0.0
736,2024-04-22,user736@example.com,+79204653187,Facebook Ads,Contacted,0.0
737,2024-01-22,user737@example.com,+79557825527,Referral,Unqualified,0.0
738,2024-07-24,user738@example.com,+79865233154,Google Ads,New,0.0
739,2024-04-28,user739@example.com,+79801522698,Organic Search,New,0.0
740,2024-07-23,user740@example.com,+79836353608,Referral,Qualified,25529.14
741,2024-01-30,user741@example.com,+79230422126,Referral,Contacted,0.0
742,2024-01-21,user742@example.com,+79612905773,Direct,Contacted,0.0
743,2024-05-06,user743@example.com,+79522566451,Referral,Qualified,41136.95
744,2024-05-02,user744@example.com,+79525467112,Google Ads,Contacted,0.0
745,2024-02-03,user745@example.com,+79378552697,Direct,Qualified,47534.77
746,2024-04-08,user746@example.com,+79569746976,Google Ads,Contacted,0.0
747,2024-06-10,user747@example.com,+79474921390,Google Ads,Unqualified,0.0
748,2024-06-17,user748@example.com,+79430576187,Referral,New,0.0
749,2024-07-22,user749@example.com,+79415263967,Facebook Ads,Qualified,46164.66
750,2024-07-20,user750@example.com,+79413030154,Google Ads,Contacted,0.0
751,2024-06-13,user751@example.com,+79653456407,Organic Search,Contacted,0.0
752,2024-03-16,user752@example.com,+79408362322,Organic Search,Contacted,0.0
753,2024-03-05,user753@example.com,+79530452166,Referral,Unqualified,0.0
754,2024-01-19,user754@example.com,+79557173697,Facebook Ads,New,0.0
755,2024-06-12,user755@example.com,+79327139787,Facebook Ads,New,0.0
756,2024-04-05,user756@example.com,+79142624077,Referral,Unqualified,0.0
757,2024-04-19,user757@example.com,+79233030205,Organic Search,Unqualified,0.0
758,2024-02-09,user758@example.com,+79184216152,Referral,Unqualified,0.0
759,2024-02-23,user759@example.com,+79564926705,Direct,Unqualified,0.0
760,2024-06-20,user760@example.com,+79894282311,Organic Search,New,0.0
761,2024-01-18,user761@example.com,+79625453339,Google Ads,Contacted,0.0
762,2024-03-14,user762@example.com,+79562129604,Facebook Ads,New,0.0
763,2024-02-10,user763@example.com,+79292993961,Facebook Ads,Qualified,12491.22
764,2024-03-29,user764@example.com,+79506927315,Organic Search,Qualified,40232.61
765,2024-02-09,user765@example.com,+79999231182,Facebook Ads,Contacted,0.0
766,2024-07-13,user766@example.com,+79446132392,Facebook Ads,Contacted,0.0
767,2024-05-14,user767@example.com,+79200857410,Organic Search,Unqualified,0.0
